tp,sex,edu,income,pipei
雷峰夕照,M,大学及以上,41319,0.215
南屏晚钟,F,大学,42905,0.049
苏提春晓,M,高中,26579,0.031
曲院风荷,M,初中,23280,0.335
平湖秋月,M,大学,9590,0.08
断桥残雪,F,大学,43723,0.791
花港观鱼,M,大学及以上,24040,0.052
柳浪闻莺,F,大学,23686,0.781
三潭印月,F,大学,13102,0.366
双峰插云,M,大学及以上,43375,0.067
雷峰夕照,M,大学,42347,0.065
南屏晚钟,M,初中,13656,0.972
苏提春晓,F,初中,8588,0.718
曲院风荷,F,大学,24519,0.165
平湖秋月,M,高中,19939,0.125
断桥残雪,F,初中,13920,0.727
花港观鱼,F,大学,31659,0.852
柳浪闻莺,F,大学,43618,0.788
三潭印月,M,大学,38500,0.406
双峰插云,F,大学,34195,0.087
雷峰夕照,F,大学,40545,0.318
南屏晚钟,F,大学及以上,16933,0.877
苏提春晓,M,初中,31726,0.901
曲院风荷,F,高中,5359,0.733
平湖秋月,F,大学及以上,5450,0.506
断桥残雪,F,高中,13499,0.292
花港观鱼,F,初中,19692,0.246
柳浪闻莺,M,大学及以上,48873,0.822
三潭印月,F,初中,12538,0.647
双峰插云,F,大学及以上,48810,0.115
雷峰夕照,M,初中,13457,0.688
南屏晚钟,M,大学,41082,0.14
苏提春晓,M,大学及以上,38490,0.873
曲院风荷,F,高中,39660,0.015
平湖秋月,F,大学,22666,0.643
断桥残雪,F,高中,15542,0.733
花港观鱼,M,大学,47846,0.326
柳浪闻莺,M,大学及以上,20624,0.846
三潭印月,M,初中,8147,0.109
双峰插云,F,大学及以上,31182,0.394
雷峰夕照,M,大学及以上,27940,0.06
南屏晚钟,F,初中,38945,0.102
苏提春晓,M,大学及以上,39491,0.688
曲院风荷,F,大学及以上,20764,0.396
平湖秋月,F,高中,32967,0.915
断桥残雪,F,大学及以上,32897,0.464
花港观鱼,M,初中,12142,0.171
柳浪闻莺,F,大学及以上,44483,0.511
三潭印月,F,大学及以上,14911,0.396
双峰插云,F,初中,3207,0.281
雷峰夕照,F,大学及以上,15635,0.206
南屏晚钟,F,初中,12407,0.484
苏提春晓,F,初中,31277,0.918
曲院风荷,F,高中,25190,0.506
平湖秋月,F,初中,19928,0.68
断桥残雪,F,大学及以上,45829,0.041
花港观鱼,F,大学及以上,10571,0.092
柳浪闻莺,F,高中,29107,0.112
三潭印月,F,大学,9442,0.925
双峰插云,F,大学及以上,49732,0.313
雷峰夕照,F,大学,38836,0.297
南屏晚钟,M,初中,26238,0.242
苏提春晓,F,大学,44652,0.117
曲院风荷,F,高中,35301,0.519
平湖秋月,F,高中,19328,0.051
断桥残雪,F,高中,20885,0.839
花港观鱼,M,高中,7111,0.294
柳浪闻莺,M,大学,19165,0.562
三潭印月,M,初中,24288,0.294
双峰插云,M,大学及以上,5332,0.368
雷峰夕照,F,高中,43806,0.033
南屏晚钟,M,大学及以上,17329,0.957
苏提春晓,M,高中,48183,0.315
曲院风荷,F,大学及以上,9265,0.806
平湖秋月,M,大学及以上,4107,0.293
断桥残雪,F,初中,43589,0.094
花港观鱼,M,初中,16499,0.474
柳浪闻莺,M,初中,39420,0.128
三潭印月,F,初中,49944,0.053
双峰插云,M,大学及以上,13171,0.956
雷峰夕照,F,初中,6731,0.635
南屏晚钟,F,大学,12172,0.638
苏提春晓,F,大学及以上,16957,0.798
曲院风荷,F,大学及以上,26301,0.801
平湖秋月,M,大学及以上,28964,0.774
断桥残雪,M,大学及以上,46794,0.292
花港观鱼,F,大学,29939,0.066
柳浪闻莺,F,大学及以上,43685,0.786
三潭印月,F,大学及以上,29303,0.561
双峰插云,M,大学及以上,41458,0.407
雷峰夕照,M,高中,12128,0.839
南屏晚钟,M,大学及以上,42108,0.678
苏提春晓,F,大学及以上,13540,0.018
曲院风荷,M,大学,17114,0.413
平湖秋月,F,大学,38864,0.217
断桥残雪,F,大学及以上,28558,0.575
花港观鱼,M,大学,19364,0.695
柳浪闻莺,F,大学及以上,35757,0.334
三潭印月,F,高中,14201,0.772
双峰插云,M,初中,41922,0.878
雷峰夕照,F,大学及以上,30547,0.204
南屏晚钟,F,大学及以上,34881,0.758
苏提春晓,M,高中,42667,0.395
曲院风荷,F,高中,17781,0.837
平湖秋月,F,初中,20910,0.688
断桥残雪,F,高中,46802,0.6
花港观鱼,M,高中,47585,0.999
柳浪闻莺,M,大学及以上,37461,0.131
三潭印月,F,高中,18009,0.283
双峰插云,M,初中,23137,0.642
雷峰夕照,F,大学及以上,4934,0.142
南屏晚钟,M,高中,30019,0.293
苏提春晓,F,初中,11593,0.777
曲院风荷,M,初中,35341,0.989
平湖秋月,M,初中,43851,0.343
断桥残雪,F,大学及以上,24368,0.326
花港观鱼,M,初中,42205,0.861
柳浪闻莺,M,大学,13185,0.616
三潭印月,F,大学及以上,9904,0.834
双峰插云,F,大学,41750,0.652
雷峰夕照,M,初中,25300,0.984
南屏晚钟,M,大学,43491,0.472
苏提春晓,M,大学及以上,13977,0.213
曲院风荷,F,高中,36200,0.705
平湖秋月,M,初中,41648,0.587
断桥残雪,F,大学及以上,12300,0.722
花港观鱼,F,初中,28206,0.763
柳浪闻莺,F,高中,20011,0.486
三潭印月,M,大学及以上,30118,0.443
双峰插云,M,高中,26766,0.689
雷峰夕照,M,高中,49456,0.885
南屏晚钟,F,大学,22080,0.091
苏提春晓,F,大学及以上,41844,0.237
曲院风荷,F,大学及以上,34544,0.616
平湖秋月,M,大学,15047,0.576
断桥残雪,M,高中,22112,0.791
花港观鱼,F,高中,14406,0.174
柳浪闻莺,M,高中,20777,0.819
三潭印月,M,大学,10390,0.358
双峰插云,F,大学,36180,0.658
雷峰夕照,M,大学,35166,0.038
南屏晚钟,M,大学,21642,0.588
苏提春晓,F,初中,35279,0.947
曲院风荷,M,初中,49845,0.467
平湖秋月,M,大学及以上,40068,0.491
断桥残雪,F,高中,19740,0.341
花港观鱼,M,大学,8529,0.043
柳浪闻莺,F,高中,12554,0.96
三潭印月,M,高中,46315,0.204
双峰插云,M,大学及以上,19138,0.376
雷峰夕照,M,初中,37900,0.738
南屏晚钟,F,初中,18608,0.451
苏提春晓,M,大学及以上,45382,0.075
曲院风荷,F,大学,39814,0.478
平湖秋月,F,大学及以上,13509,0.44
断桥残雪,F,高中,12724,0.736
花港观鱼,M,高中,33772,0.866
柳浪闻莺,F,大学,34459,0.011
三潭印月,F,初中,40256,0.97
双峰插云,M,大学,27943,0.465
雷峰夕照,F,高中,43437,0.801
南屏晚钟,M,大学,47062,0.145
苏提春晓,F,大学及以上,8815,0.987
曲院风荷,F,大学,27623,0.559
平湖秋月,F,大学,5977,0.328
断桥残雪,F,大学及以上,4947,0.273
花港观鱼,F,大学及以上,16992,0.457
柳浪闻莺,M,高中,37727,0.489
三潭印月,F,大学及以上,31622,0.889
双峰插云,M,大学,43854,0.387
雷峰夕照,M,大学,37359,0.573
南屏晚钟,F,高中,20996,0.592
苏提春晓,M,大学及以上,47710,0.226
曲院风荷,F,高中,21167,0.77
平湖秋月,M,高中,36454,0.615
断桥残雪,M,大学,4134,0.713
花港观鱼,F,大学,10779,0.004
柳浪闻莺,F,高中,16504,0.335
三潭印月,F,大学,39340,0.154
双峰插云,M,初中,15846,0.602
雷峰夕照,M,初中,8299,0.644
南屏晚钟,F,高中,37895,0.896
苏提春晓,F,大学及以上,26103,0.011
曲院风荷,M,高中,10852,0.421
平湖秋月,F,高中,9113,0.759
断桥残雪,M,大学及以上,3030,0.368
花港观鱼,F,初中,25936,0.303
柳浪闻莺,M,大学及以上,31814,0.282
三潭印月,M,大学,48911,0.668
双峰插云,M,大学及以上,4150,0.567
雷峰夕照,M,高中,10328,0.212
南屏晚钟,M,大学及以上,29368,0.236
苏提春晓,F,高中,35922,0.3
曲院风荷,F,初中,19344,0.299
平湖秋月,M,大学,27600,0.875
断桥残雪,F,初中,40377,0.93
花港观鱼,M,大学,13372,0.966
柳浪闻莺,M,初中,9935,0.211
三潭印月,M,大学,16803,0.45
双峰插云,F,初中,19198,0.849
雷峰夕照,F,大学,22747,0.677
南屏晚钟,M,大学及以上,11982,0.059
苏提春晓,M,大学,14401,0.143
曲院风荷,M,高中,19035,0.42
平湖秋月,M,高中,36469,0.467
断桥残雪,F,初中,15518,0.59
花港观鱼,F,高中,22724,0.559
柳浪闻莺,M,初中,17903,0.646
三潭印月,F,高中,39740,0.357
双峰插云,M,高中,17858,0.304
雷峰夕照,M,高中,13508,0.042
南屏晚钟,M,初中,9371,0.155
苏提春晓,F,高中,17037,0.141
曲院风荷,M,初中,21613,0.171
平湖秋月,F,高中,8639,0.344
断桥残雪,F,高中,25888,0.042
花港观鱼,M,高中,26178,0.246
柳浪闻莺,F,高中,39160,0.898
三潭印月,M,大学,24378,0.817
双峰插云,F,大学及以上,18495,0.274
雷峰夕照,M,大学及以上,43765,0.341
南屏晚钟,M,初中,22527,0.119
苏提春晓,M,初中,19464,0.392
曲院风荷,F,大学,21566,0.644
平湖秋月,M,高中,39989,0.513
断桥残雪,M,高中,32795,0.572
花港观鱼,M,大学及以上,22025,0.341
柳浪闻莺,F,大学,13377,0.777
三潭印月,F,高中,30794,0.959
双峰插云,M,大学,26586,0.581
雷峰夕照,M,大学及以上,46941,0.817
南屏晚钟,M,大学及以上,43690,0.859
苏提春晓,M,高中,6013,0.902
曲院风荷,F,高中,41537,0.85
平湖秋月,F,大学及以上,25133,0.523
断桥残雪,F,初中,40405,0.179
花港观鱼,F,初中,31481,0.105
柳浪闻莺,F,大学及以上,15768,0.643
三潭印月,M,大学,42071,0.195
双峰插云,M,初中,43872,0.642
雷峰夕照,F,大学及以上,15167,0.046
南屏晚钟,F,大学,45623,0.684
苏提春晓,M,大学及以上,12114,0.074
曲院风荷,F,大学,23757,0.552
平湖秋月,F,初中,49107,0.544
断桥残雪,M,大学及以上,41264,0.971
花港观鱼,F,大学及以上,6588,0.951
柳浪闻莺,F,初中,43565,0.454
三潭印月,M,大学及以上,20846,0.337
双峰插云,F,大学,7345,0.888
雷峰夕照,F,高中,10567,0.393
南屏晚钟,M,大学及以上,30944,0.782
苏提春晓,M,初中,33032,0.707
曲院风荷,F,大学,43505,0.054
平湖秋月,F,大学,46107,0.224
断桥残雪,F,高中,41982,0.23
花港观鱼,M,大学,30544,0.378
柳浪闻莺,M,大学,8550,0.179
三潭印月,F,大学及以上,6976,0.938
双峰插云,F,大学,3064,0.712
雷峰夕照,M,初中,28311,0.791
南屏晚钟,F,大学,44844,0.167
苏提春晓,M,大学及以上,48127,0.442
曲院风荷,M,高中,8487,0.661
平湖秋月,M,高中,45374,0.003
断桥残雪,M,大学,28191,0.425
花港观鱼,F,高中,37775,0.799
柳浪闻莺,F,高中,12511,0.713
三潭印月,F,大学及以上,35232,0.202
双峰插云,F,大学及以上,41280,0.08
雷峰夕照,M,大学,39924,0.445
南屏晚钟,F,高中,48046,0.269
苏提春晓,M,初中,49891,0.196
曲院风荷,M,大学及以上,14234,0.068
平湖秋月,M,大学及以上,29227,0.427
断桥残雪,M,大学及以上,18020,0.173
花港观鱼,F,高中,25383,0.792
柳浪闻莺,M,初中,7346,0.119
三潭印月,F,大学及以上,9572,0.614
双峰插云,F,大学,13416,0.443
雷峰夕照,F,大学及以上,18741,0.714
南屏晚钟,M,初中,33499,0.652
苏提春晓,F,初中,28349,0.399
曲院风荷,F,大学及以上,27625,0.22
平湖秋月,F,初中,33685,0.459
断桥残雪,M,高中,42727,0.073
花港观鱼,M,初中,43393,0.025
柳浪闻莺,F,大学及以上,13586,0.524
三潭印月,M,大学,33088,0.586
双峰插云,F,大学及以上,24502,0.72
雷峰夕照,M,高中,46212,0.382
南屏晚钟,M,大学,10118,0.718
苏提春晓,F,高中,43532,0.306
曲院风荷,M,大学,23671,0.546
平湖秋月,F,初中,16116,0.661
断桥残雪,M,高中,34783,0.817
花港观鱼,F,初中,42196,0.793
柳浪闻莺,F,高中,4069,0.391
三潭印月,F,高中,17962,0.894
双峰插云,F,初中,33068,0.235
雷峰夕照,F,大学及以上,25040,0.775
南屏晚钟,M,高中,24170,0.042
苏提春晓,F,大学,14496,0.983
曲院风荷,M,高中,10598,0.117
平湖秋月,M,高中,3064,0.134
断桥残雪,F,初中,30395,0.581
花港观鱼,M,大学及以上,32245,0.78
柳浪闻莺,F,高中,37067,0.968
三潭印月,M,大学,17075,0.906
双峰插云,M,高中,33514,0.245
雷峰夕照,M,高中,12308,0.119
南屏晚钟,M,高中,29457,0.93
苏提春晓,F,初中,36867,0.134
曲院风荷,F,大学,46688,0.585
平湖秋月,M,初中,46908,0.122
断桥残雪,M,大学及以上,27938,0.526
花港观鱼,F,大学,10439,0.479
柳浪闻莺,M,大学,22457,0.738
三潭印月,F,初中,34827,0.999
双峰插云,F,初中,10051,0.773
雷峰夕照,F,初中,40790,0.638
南屏晚钟,M,大学及以上,10384,0.06
苏提春晓,M,初中,33843,0.957
曲院风荷,F,大学,12216,0.082
平湖秋月,M,大学及以上,49376,0.167
断桥残雪,F,初中,19637,0.708
花港观鱼,F,大学及以上,20449,0.271
柳浪闻莺,M,初中,31842,0.145
三潭印月,F,大学,13256,0.466
双峰插云,F,大学,28432,0.018
雷峰夕照,F,大学及以上,32544,0.958
南屏晚钟,F,初中,22164,0.604
苏提春晓,F,初中,17158,0.413
曲院风荷,M,大学及以上,24816,0.858
平湖秋月,F,大学,32074,0.221
断桥残雪,M,大学,10156,0.042
花港观鱼,M,初中,22406,0.934
柳浪闻莺,M,高中,21205,0.516
三潭印月,F,大学,18785,0.767
双峰插云,M,大学及以上,30996,0.291
雷峰夕照,F,初中,6801,0.394
南屏晚钟,M,大学及以上,27882,0.122
苏提春晓,F,高中,33628,0.157
曲院风荷,F,大学,8884,0.762
平湖秋月,F,大学及以上,24343,0.756
断桥残雪,M,初中,7036,0.381
花港观鱼,M,初中,31060,0.341
柳浪闻莺,F,大学及以上,38953,0.296
三潭印月,M,高中,43698,0.265
双峰插云,M,高中,49343,0.57
雷峰夕照,F,大学,34805,0.671
南屏晚钟,F,高中,37581,0.161
苏提春晓,M,大学及以上,18297,0.15
曲院风荷,M,初中,35085,0.887
平湖秋月,M,大学及以上,46261,0.771
断桥残雪,F,初中,40956,0.74
花港观鱼,M,初中,48779,0.779
柳浪闻莺,M,高中,15949,0.476
三潭印月,M,大学及以上,8010,0.22
双峰插云,F,大学,46171,0.558
雷峰夕照,F,高中,7673,0.235
南屏晚钟,M,大学,12655,0.091
苏提春晓,F,大学,44194,0.148
曲院风荷,M,高中,12188,0.863
平湖秋月,M,高中,38034,0.713
断桥残雪,M,大学及以上,40020,0.249
花港观鱼,M,初中,14556,0.26
柳浪闻莺,F,大学及以上,17155,0.09
三潭印月,F,大学及以上,36804,0.789
双峰插云,M,高中,17938,0.106
雷峰夕照,F,大学,14051,0.35
南屏晚钟,F,大学,9745,0.655
苏提春晓,F,大学及以上,7793,0.914
曲院风荷,F,高中,37844,0.344
平湖秋月,M,高中,24556,0.8
断桥残雪,M,初中,13383,0.155
花港观鱼,F,初中,17896,0.906
柳浪闻莺,F,初中,21065,0.258
三潭印月,M,大学及以上,12802,0.611
双峰插云,M,高中,21219,0.509
雷峰夕照,F,高中,6351,0.789
南屏晚钟,M,大学及以上,40027,0.088
苏提春晓,F,高中,44483,0.412
曲院风荷,F,大学及以上,41830,0.466
平湖秋月,M,大学及以上,33540,0.284
断桥残雪,M,大学,34608,0.623
花港观鱼,M,大学,44360,0.133
柳浪闻莺,M,大学,47794,0.213
三潭印月,M,大学及以上,14194,0.887
双峰插云,F,大学及以上,10556,0.556
雷峰夕照,M,高中,46880,0.757
南屏晚钟,F,初中,25021,0.203
苏提春晓,M,初中,31765,0.907
曲院风荷,F,初中,45188,0.556
平湖秋月,M,初中,3374,0.701
断桥残雪,M,大学及以上,22916,0.69
花港观鱼,M,高中,30946,0.549
柳浪闻莺,M,初中,5068,0.066
三潭印月,M,大学及以上,3261,0.459
双峰插云,F,大学及以上,20408,0.495
雷峰夕照,F,高中,28692,0.856
南屏晚钟,F,大学及以上,9391,0.38
苏提春晓,F,大学,17121,0.0
曲院风荷,F,大学,37760,0.974
平湖秋月,F,初中,10395,0.771
断桥残雪,M,初中,7135,0.212
花港观鱼,M,高中,31027,0.682
柳浪闻莺,F,初中,39393,0.918
三潭印月,M,高中,27145,0.438
双峰插云,F,初中,16023,0.701
雷峰夕照,F,高中,15576,0.848
南屏晚钟,F,高中,16712,0.637
苏提春晓,F,初中,9621,0.282
曲院风荷,M,大学,30328,0.184
平湖秋月,M,大学及以上,30756,0.682
断桥残雪,F,大学及以上,6598,0.631
花港观鱼,F,大学,20370,0.011
柳浪闻莺,F,大学及以上,48368,0.867
三潭印月,M,大学及以上,38870,0.423
双峰插云,M,大学及以上,15738,0.271
雷峰夕照,M,大学及以上,9415,0.717
南屏晚钟,M,高中,35449,0.114
苏提春晓,M,初中,33585,0.298
曲院风荷,M,大学及以上,22950,0.563
平湖秋月,M,大学及以上,25759,0.311
断桥残雪,F,初中,5791,0.592
花港观鱼,F,大学,25030,0.351
柳浪闻莺,M,大学及以上,5617,0.857
三潭印月,F,大学,37259,0.92
双峰插云,F,大学及以上,32071,0.116
雷峰夕照,F,初中,45308,0.574
南屏晚钟,F,高中,32825,0.02
苏提春晓,M,大学及以上,20552,0.859
曲院风荷,F,初中,11514,0.794
平湖秋月,M,初中,17500,0.913
断桥残雪,M,大学,20382,0.9
花港观鱼,F,大学,28296,0.462
柳浪闻莺,F,初中,23266,0.893
三潭印月,F,大学,46382,0.971
双峰插云,M,初中,45643,0.061
雷峰夕照,M,高中,26200,0.097
南屏晚钟,M,大学及以上,42129,0.88
苏提春晓,F,大学,47495,0.888
曲院风荷,M,初中,32224,0.214
平湖秋月,M,大学及以上,42191,0.643
断桥残雪,F,高中,31841,0.872
花港观鱼,M,高中,14631,0.74
柳浪闻莺,M,大学及以上,32852,0.732
三潭印月,M,大学及以上,21054,0.702
双峰插云,M,大学及以上,28700,0.908
雷峰夕照,F,大学及以上,42885,0.275
南屏晚钟,M,初中,34563,0.02
苏提春晓,F,初中,8895,0.77
曲院风荷,M,大学,34745,0.609
平湖秋月,M,大学,22286,0.191
断桥残雪,F,高中,6858,0.084
花港观鱼,M,高中,46988,0.471
柳浪闻莺,M,大学,26175,0.978
三潭印月,F,高中,28729,0.138
双峰插云,F,大学,48258,0.557
雷峰夕照,M,高中,44227,0.656
南屏晚钟,M,大学及以上,42859,0.884
苏提春晓,F,高中,33298,0.798
曲院风荷,M,大学及以上,39691,0.163
平湖秋月,F,初中,21585,0.486
断桥残雪,M,高中,19074,0.053
花港观鱼,M,大学,28050,0.516
柳浪闻莺,M,高中,7177,0.404
三潭印月,M,初中,43678,0.821
双峰插云,F,高中,4237,0.327
雷峰夕照,M,高中,42560,0.201
南屏晚钟,M,高中,38516,0.669
苏提春晓,M,大学,49559,0.198
曲院风荷,M,大学及以上,45981,0.61
平湖秋月,F,高中,7724,0.828
断桥残雪,F,大学及以上,48035,0.874
花港观鱼,M,高中,34033,0.927
柳浪闻莺,M,初中,25053,0.65
三潭印月,M,大学及以上,36558,0.544
双峰插云,F,初中,9255,0.622
雷峰夕照,M,高中,14116,0.066
南屏晚钟,F,大学,30536,0.184
苏提春晓,F,初中,26967,0.781
曲院风荷,F,高中,23606,0.06
平湖秋月,M,高中,41099,0.32
断桥残雪,M,高中,24500,0.741
花港观鱼,M,大学,42186,0.881
柳浪闻莺,F,大学及以上,12752,0.415
三潭印月,F,初中,16966,0.853
双峰插云,F,大学及以上,4972,0.338
雷峰夕照,M,高中,34991,0.132
南屏晚钟,M,高中,10931,0.298
苏提春晓,M,大学及以上,35138,0.211
曲院风荷,F,大学及以上,49573,0.721
平湖秋月,M,大学,17387,0.905
断桥残雪,F,大学及以上,5466,0.705
花港观鱼,F,初中,9332,0.422
柳浪闻莺,F,初中,44676,0.358
三潭印月,F,初中,3782,0.619
双峰插云,F,大学,17729,0.304
雷峰夕照,M,大学,18649,0.783
南屏晚钟,M,高中,27472,0.195
苏提春晓,M,初中,29506,0.242
曲院风荷,M,高中,41120,0.602
平湖秋月,F,大学及以上,16106,0.156
断桥残雪,F,初中,15253,0.862
花港观鱼,F,大学及以上,11407,0.207
柳浪闻莺,M,高中,17551,0.605
三潭印月,F,高中,8549,0.349
双峰插云,M,大学及以上,15190,0.839
雷峰夕照,M,高中,42393,0.348
南屏晚钟,F,大学,26772,0.772
苏提春晓,M,大学,35528,0.261
曲院风荷,F,大学,27599,0.908
平湖秋月,F,初中,11507,0.075
断桥残雪,M,高中,12111,0.561
花港观鱼,M,初中,10554,0.479
柳浪闻莺,M,大学及以上,39633,0.101
三潭印月,F,大学及以上,28896,0.832
双峰插云,F,初中,14816,0.585
雷峰夕照,F,大学,7647,0.922
南屏晚钟,F,高中,33009,0.972
苏提春晓,M,大学及以上,18085,0.427
曲院风荷,F,初中,30282,0.6
平湖秋月,F,高中,49989,0.079
断桥残雪,F,大学,30009,0.346
花港观鱼,F,初中,14904,0.985
柳浪闻莺,M,初中,46911,0.272
三潭印月,F,高中,40639,0.482
双峰插云,M,大学及以上,18207,0.749
雷峰夕照,F,初中,10516,0.333
南屏晚钟,M,大学,11107,0.263
苏提春晓,F,初中,49783,0.91
曲院风荷,F,大学,5037,0.458
平湖秋月,M,大学及以上,40649,0.984
断桥残雪,M,初中,29724,0.429
花港观鱼,M,高中,18169,0.926
柳浪闻莺,M,大学,3792,0.23
三潭印月,M,高中,31679,0.741
双峰插云,F,高中,29247,0.604
雷峰夕照,F,高中,31559,0.921
南屏晚钟,F,大学,8508,0.071
苏提春晓,M,初中,37056,0.469
曲院风荷,F,大学,39271,0.914
平湖秋月,F,初中,12941,0.847
断桥残雪,F,大学,38360,0.721
花港观鱼,M,大学及以上,36030,0.561
柳浪闻莺,M,大学,11281,0.526
三潭印月,F,高中,4564,0.623
