tp,sex,edu,income,pipei
苏提春晓,M,高中,40718,0.591
曲院风荷,F,大学,3187,0.531
平湖秋月,M,大学,36606,0.763
断桥残雪,F,大学及以上,16581,0.271
花港观鱼,M,大学及以上,34619,0.969
柳浪闻莺,F,初中,17017,0.622
三潭印月,M,大学,46339,0.317
双峰插云,F,初中,18235,0.269
雷峰夕照,M,大学,45049,0.751
南屏晚钟,M,大学及以上,21597,0.31
苏提春晓,M,初中,7335,0.622
曲院风荷,M,大学,34167,0.897
平湖秋月,M,大学,27539,0.949
断桥残雪,F,初中,27140,0.239
花港观鱼,F,初中,39259,0.062
柳浪闻莺,F,大学及以上,25108,0.002
三潭印月,M,初中,37831,0.6
双峰插云,M,大学及以上,15081,0.915
雷峰夕照,F,大学,17103,0.606
南屏晚钟,F,大学,37575,0.546
苏提春晓,F,大学,43156,0.195
曲院风荷,M,大学,34601,0.428
平湖秋月,F,高中,19256,0.814
断桥残雪,F,初中,37751,0.428
花港观鱼,F,大学,34937,0.978
柳浪闻莺,F,大学,39144,0.542
三潭印月,F,高中,29894,0.726
双峰插云,F,初中,30041,0.514
雷峰夕照,F,初中,20813,0.801
南屏晚钟,F,初中,28373,0.623
苏提春晓,F,初中,22507,0.818
曲院风荷,M,初中,41295,0.008
平湖秋月,M,高中,16795,0.033
断桥残雪,M,高中,33196,0.89
花港观鱼,M,大学及以上,25275,0.893
柳浪闻莺,F,初中,42450,0.715
三潭印月,F,大学及以上,3797,0.28
双峰插云,M,大学及以上,10113,0.417
雷峰夕照,M,初中,43134,0.155
南屏晚钟,M,大学及以上,21058,0.46
苏提春晓,M,大学,7031,0.221
曲院风荷,F,高中,42556,0.474
平湖秋月,M,大学,5115,0.552
断桥残雪,M,初中,35676,0.249
花港观鱼,M,大学,35722,0.037
柳浪闻莺,F,高中,34533,0.076
三潭印月,M,大学,43642,0.856
双峰插云,M,初中,20345,0.733
雷峰夕照,M,大学及以上,13882,0.385
南屏晚钟,M,初中,3936,0.485
苏提春晓,M,大学,49908,0.087
曲院风荷,M,大学及以上,45517,0.179
平湖秋月,F,大学及以上,23153,0.783
断桥残雪,M,高中,13976,0.164
花港观鱼,F,初中,30238,0.738
柳浪闻莺,F,大学,3771,0.82
三潭印月,F,大学及以上,41256,0.876
双峰插云,F,初中,36700,0.437
雷峰夕照,M,高中,7090,0.25
南屏晚钟,F,大学,45854,0.202
苏提春晓,M,高中,20359,0.822
曲院风荷,F,初中,47182,0.091
平湖秋月,F,大学,41906,0.793
断桥残雪,M,初中,31700,0.447
花港观鱼,M,大学,49549,0.47
柳浪闻莺,F,初中,32852,0.041
三潭印月,M,大学,39061,0.346
双峰插云,M,大学,26529,0.588
雷峰夕照,M,初中,38393,0.499
南屏晚钟,F,初中,34756,0.278
苏提春晓,F,高中,11921,0.949
曲院风荷,M,大学,22017,0.655
平湖秋月,F,初中,46174,0.072
断桥残雪,F,初中,8033,0.537
花港观鱼,M,高中,15611,0.622
柳浪闻莺,M,高中,22335,0.179
三潭印月,F,大学,7537,0.75
双峰插云,F,高中,18076,0.39
雷峰夕照,F,高中,37636,0.819
南屏晚钟,F,大学,31857,0.225
苏提春晓,F,大学及以上,33172,0.075
曲院风荷,M,大学,48813,0.59
平湖秋月,F,初中,49234,0.75
断桥残雪,F,高中,23508,0.499
花港观鱼,F,初中,17489,0.541
柳浪闻莺,M,大学及以上,38068,0.921
三潭印月,F,高中,13219,0.44
双峰插云,M,初中,43529,0.039
雷峰夕照,M,高中,11201,0.729
南屏晚钟,M,高中,48572,0.843
苏提春晓,F,初中,21079,0.111
曲院风荷,M,大学,30652,0.592
平湖秋月,F,初中,14429,0.382
断桥残雪,M,高中,19553,0.974
花港观鱼,F,初中,21415,0.459
柳浪闻莺,M,大学及以上,19494,0.296
三潭印月,F,高中,6292,0.82
双峰插云,M,初中,26483,0.514
雷峰夕照,F,高中,44153,0.37
南屏晚钟,M,大学,44844,0.941
苏提春晓,F,高中,45759,0.9
曲院风荷,M,大学及以上,10279,0.368
平湖秋月,M,大学及以上,40433,0.907
断桥残雪,M,初中,21689,0.357
花港观鱼,F,初中,39967,0.25
柳浪闻莺,F,大学,4438,0.103
三潭印月,M,高中,30263,0.776
双峰插云,F,高中,25507,0.323
雷峰夕照,M,初中,32779,0.457
南屏晚钟,M,大学,14733,0.215
苏提春晓,M,初中,47352,0.086
曲院风荷,M,大学,13351,0.399
平湖秋月,F,初中,38602,0.879
断桥残雪,M,高中,45663,0.174
花港观鱼,F,高中,9007,0.253
柳浪闻莺,F,大学,38822,0.775
三潭印月,M,大学,17606,0.656
双峰插云,M,初中,17617,0.852
雷峰夕照,M,初中,25207,0.703
南屏晚钟,M,大学,5365,0.994
苏提春晓,F,大学及以上,17916,0.661
曲院风荷,F,大学及以上,29006,0.243
平湖秋月,F,大学,48142,0.606
断桥残雪,M,初中,20852,0.837
花港观鱼,M,大学及以上,14338,0.951
柳浪闻莺,M,初中,19287,0.304
三潭印月,M,初中,24554,0.617
双峰插云,M,高中,18983,0.331
雷峰夕照,F,高中,10811,0.022
南屏晚钟,F,高中,11073,0.547
苏提春晓,M,高中,5002,0.705
曲院风荷,F,大学及以上,25035,0.904
平湖秋月,F,大学及以上,41724,0.118
断桥残雪,F,高中,43817,0.513
花港观鱼,F,高中,19963,0.726
柳浪闻莺,F,大学,5694,0.906
三潭印月,F,初中,11208,0.271
双峰插云,F,大学,12292,0.746
雷峰夕照,F,大学及以上,43097,0.618
南屏晚钟,M,大学及以上,47440,0.917
苏提春晓,F,初中,11632,0.77
曲院风荷,F,高中,10353,0.359
平湖秋月,F,大学及以上,22274,0.237
断桥残雪,F,高中,20758,0.929
花港观鱼,F,初中,30914,0.585
柳浪闻莺,F,高中,30031,0.764
三潭印月,F,大学及以上,21046,0.921
双峰插云,F,大学,7805,0.9
雷峰夕照,F,初中,30598,0.875
南屏晚钟,M,大学,10679,0.486
苏提春晓,F,高中,13379,0.996
曲院风荷,F,大学,40104,0.064
平湖秋月,M,大学,13406,0.252
断桥残雪,F,高中,10104,0.933
花港观鱼,M,大学及以上,23774,0.141
柳浪闻莺,F,初中,27104,0.134
三潭印月,F,大学及以上,13907,0.022
双峰插云,M,大学及以上,12824,0.083
雷峰夕照,M,大学,42609,0.946
南屏晚钟,M,大学及以上,49445,0.639
苏提春晓,F,大学及以上,30147,0.727
曲院风荷,M,大学,3239,0.508
平湖秋月,M,大学及以上,36273,0.766
断桥残雪,M,大学及以上,48040,0.069
花港观鱼,F,初中,37964,0.693
柳浪闻莺,F,大学,6865,0.286
三潭印月,M,大学,41351,0.941
双峰插云,M,大学,13580,0.472
雷峰夕照,F,高中,26443,0.098
南屏晚钟,F,初中,42437,0.589
苏提春晓,F,高中,23669,0.362
曲院风荷,M,高中,47923,0.601
平湖秋月,F,大学及以上,35522,0.773
断桥残雪,F,大学及以上,24075,0.369
花港观鱼,M,初中,46009,0.323
柳浪闻莺,F,初中,9832,0.514
三潭印月,M,大学及以上,15768,0.183
双峰插云,F,高中,31931,0.348
雷峰夕照,M,初中,45714,0.034
南屏晚钟,M,高中,7363,0.029
苏提春晓,M,大学,45201,0.581
曲院风荷,M,大学,13799,0.893
平湖秋月,M,大学及以上,19784,0.936
断桥残雪,M,大学及以上,26873,0.87
花港观鱼,M,大学及以上,10881,0.381
柳浪闻莺,F,大学,33659,0.502
三潭印月,M,大学,21478,0.056
双峰插云,F,初中,28890,0.409
雷峰夕照,M,大学及以上,35510,0.118
南屏晚钟,F,初中,47047,0.443
苏提春晓,F,大学,37790,0.097
曲院风荷,F,大学及以上,4807,0.823
平湖秋月,F,初中,28474,0.794
断桥残雪,M,高中,47032,0.377
花港观鱼,F,初中,39796,0.855
柳浪闻莺,M,高中,26967,0.483
三潭印月,M,大学,48670,0.437
双峰插云,F,高中,4281,0.844
雷峰夕照,M,初中,41727,0.242
南屏晚钟,F,大学及以上,11624,0.538
苏提春晓,M,初中,38533,0.639
曲院风荷,M,初中,8708,0.436
平湖秋月,F,大学及以上,3184,0.571
断桥残雪,M,高中,23827,0.153
花港观鱼,F,大学及以上,14754,0.191
柳浪闻莺,F,大学及以上,26157,0.739
三潭印月,M,大学,28755,0.438
双峰插云,M,大学,30421,0.844
雷峰夕照,M,大学,14364,0.434
南屏晚钟,F,大学及以上,32091,0.639
苏提春晓,M,初中,10600,0.297
曲院风荷,F,高中,47212,0.347
平湖秋月,F,大学,46846,0.278
断桥残雪,M,大学及以上,32194,0.444
花港观鱼,F,高中,26204,0.12
柳浪闻莺,M,大学及以上,21310,0.669
三潭印月,F,初中,19569,0.888
双峰插云,M,初中,49774,0.17
雷峰夕照,F,高中,11609,0.344
南屏晚钟,F,高中,32125,0.357
苏提春晓,M,高中,15127,0.719
曲院风荷,F,高中,32372,0.404
平湖秋月,M,高中,45714,0.222
断桥残雪,M,大学及以上,45257,0.625
花港观鱼,F,初中,16417,0.721
柳浪闻莺,F,大学及以上,44606,0.489
三潭印月,M,初中,49083,0.474
双峰插云,M,初中,18023,0.942
雷峰夕照,F,初中,12883,0.238
南屏晚钟,M,大学及以上,41329,0.865
苏提春晓,F,初中,12185,0.929
曲院风荷,F,初中,18835,0.95
平湖秋月,F,高中,34233,0.184
断桥残雪,F,大学,16283,0.639
花港观鱼,M,大学及以上,9389,0.76
柳浪闻莺,F,初中,3189,0.465
三潭印月,F,大学及以上,37195,0.811
双峰插云,F,大学,37235,0.562
雷峰夕照,M,高中,28337,0.911
南屏晚钟,M,高中,24588,0.122
苏提春晓,F,大学及以上,19762,0.87
曲院风荷,F,高中,47137,0.107
平湖秋月,F,大学及以上,39970,0.877
断桥残雪,F,初中,16257,0.051
花港观鱼,F,大学,35354,0.557
柳浪闻莺,F,初中,28437,0.736
三潭印月,M,大学,39790,0.173
双峰插云,F,初中,43502,0.893
雷峰夕照,M,初中,5124,0.934
南屏晚钟,M,初中,34768,0.508
苏提春晓,F,初中,18797,0.093
曲院风荷,M,大学及以上,45842,0.842
平湖秋月,F,高中,3551,0.087
断桥残雪,M,大学,40676,0.262
花港观鱼,M,初中,40029,0.239
柳浪闻莺,F,高中,45326,0.086
三潭印月,F,大学及以上,5135,0.598
双峰插云,F,初中,7850,0.573
雷峰夕照,F,高中,20778,0.6
南屏晚钟,F,大学及以上,25387,0.219
苏提春晓,F,高中,39932,0.859
曲院风荷,M,大学,3514,0.835
平湖秋月,M,初中,36480,0.429
断桥残雪,F,初中,32402,0.633
花港观鱼,F,大学及以上,31112,0.108
柳浪闻莺,F,初中,46472,0.827
三潭印月,F,初中,5766,0.623
双峰插云,M,大学,44745,0.026
雷峰夕照,F,大学及以上,19135,0.657
南屏晚钟,F,高中,32203,0.259
苏提春晓,F,大学及以上,17933,0.161
曲院风荷,F,高中,19237,0.333
平湖秋月,F,大学及以上,29357,0.869
断桥残雪,F,高中,45564,0.931
花港观鱼,F,高中,19224,0.226
柳浪闻莺,F,大学,39882,0.076
三潭印月,M,大学及以上,37117,0.623
双峰插云,F,高中,39943,0.511
雷峰夕照,F,高中,33123,0.708
南屏晚钟,F,大学,15321,0.948
苏提春晓,M,大学,27927,0.861
曲院风荷,M,大学及以上,35861,0.884
平湖秋月,M,初中,4318,0.297
断桥残雪,F,大学,34744,0.94
花港观鱼,F,大学及以上,12874,0.264
柳浪闻莺,M,大学及以上,4583,0.215
三潭印月,M,高中,19271,0.357
双峰插云,M,大学,3278,0.467
雷峰夕照,M,初中,11968,0.216
南屏晚钟,F,大学及以上,10035,0.727
苏提春晓,M,大学,17504,0.206
曲院风荷,F,高中,11142,0.308
平湖秋月,F,初中,6878,0.039
断桥残雪,M,大学及以上,37968,0.706
花港观鱼,M,初中,10940,0.587
柳浪闻莺,M,大学及以上,3805,0.262
三潭印月,M,大学,20289,0.813
双峰插云,M,初中,33660,0.848
雷峰夕照,M,大学,19993,0.921
南屏晚钟,M,大学,19402,0.53
苏提春晓,M,高中,19070,0.76
曲院风荷,M,大学及以上,48187,0.186
平湖秋月,F,高中,44205,0.809
断桥残雪,M,初中,4112,0.2
花港观鱼,F,初中,44883,0.825
柳浪闻莺,M,大学及以上,9142,0.351
三潭印月,F,大学,16940,0.185
双峰插云,M,大学及以上,26125,0.771
雷峰夕照,F,大学及以上,38817,0.221
南屏晚钟,F,初中,18338,0.171
苏提春晓,M,高中,34897,0.851
曲院风荷,F,初中,5525,0.142
平湖秋月,F,大学及以上,46760,0.414
断桥残雪,F,大学及以上,3614,0.988
花港观鱼,F,初中,39225,0.331
柳浪闻莺,M,初中,42817,0.996
三潭印月,M,初中,27229,0.126
双峰插云,F,大学及以上,47766,0.934
雷峰夕照,M,大学及以上,40505,0.109
南屏晚钟,F,大学,39638,0.197
苏提春晓,M,高中,31486,0.068
曲院风荷,M,大学,3679,0.855
平湖秋月,M,大学,26791,0.778
断桥残雪,F,大学及以上,26476,0.55
花港观鱼,M,大学及以上,17076,0.382
柳浪闻莺,F,大学及以上,45398,0.893
三潭印月,F,初中,44435,0.422
双峰插云,F,大学,45290,0.408
雷峰夕照,M,大学及以上,29733,0.541
南屏晚钟,M,高中,29883,0.761
苏提春晓,M,大学及以上,5394,0.593
曲院风荷,M,高中,43981,0.706
平湖秋月,F,大学,46570,0.839
断桥残雪,M,高中,6751,0.634
花港观鱼,F,高中,21542,0.215
柳浪闻莺,F,高中,19683,0.806
三潭印月,F,初中,45254,0.716
双峰插云,F,大学及以上,32716,0.863
雷峰夕照,M,大学及以上,20477,0.817
南屏晚钟,F,大学,30572,0.763
苏提春晓,F,高中,10112,0.854
曲院风荷,F,大学,11949,0.579
平湖秋月,F,初中,32238,0.588
断桥残雪,F,大学及以上,14978,0.435
花港观鱼,F,初中,12429,0.971
柳浪闻莺,F,高中,31114,0.92
三潭印月,M,初中,4187,0.119
双峰插云,M,大学,18025,0.172
雷峰夕照,M,高中,20458,0.61
南屏晚钟,F,初中,47975,0.269
苏提春晓,M,大学,42205,0.343
曲院风荷,F,大学,40689,0.556
平湖秋月,F,大学及以上,47296,0.887
断桥残雪,F,大学,18161,0.374
花港观鱼,F,高中,46800,0.27
柳浪闻莺,F,高中,30176,0.935
三潭印月,F,高中,34134,0.096
双峰插云,F,大学及以上,31719,0.988
雷峰夕照,M,大学及以上,4118,0.734
南屏晚钟,F,初中,43415,0.947
苏提春晓,M,大学,43442,0.747
曲院风荷,M,大学及以上,18277,0.174
平湖秋月,M,大学及以上,39932,0.224
断桥残雪,M,高中,32497,0.153
花港观鱼,F,高中,42817,0.67
柳浪闻莺,M,大学,23185,0.105
三潭印月,M,大学,41548,0.177
双峰插云,F,大学,39925,0.23
雷峰夕照,M,大学,8883,0.763
南屏晚钟,F,大学,37509,0.179
苏提春晓,F,初中,19166,0.683
曲院风荷,M,高中,3214,0.527
平湖秋月,F,大学,35764,0.891
断桥残雪,F,大学,11152,0.951
花港观鱼,F,高中,23738,0.768
柳浪闻莺,F,高中,32220,0.606
三潭印月,F,大学及以上,20223,0.751
双峰插云,F,高中,23340,0.773
雷峰夕照,M,大学,34689,0.428
南屏晚钟,F,高中,36132,0.005
苏提春晓,M,大学,19411,0.363
曲院风荷,F,大学,26912,0.621
平湖秋月,F,大学,12832,0.79
断桥残雪,F,大学,14460,0.726
花港观鱼,M,初中,41745,0.882
柳浪闻莺,M,初中,35902,0.196
三潭印月,F,大学,7896,0.686
双峰插云,F,初中,46792,0.183
雷峰夕照,F,高中,28977,0.692
南屏晚钟,F,大学及以上,37951,0.363
苏提春晓,F,大学及以上,38049,0.511
曲院风荷,F,初中,4457,0.477
平湖秋月,M,大学及以上,24861,0.997
断桥残雪,F,初中,42034,0.614
花港观鱼,F,高中,49891,0.127
柳浪闻莺,M,大学及以上,40084,0.003
三潭印月,M,大学,43598,0.602
双峰插云,F,高中,41601,0.307
雷峰夕照,F,高中,37115,0.184
南屏晚钟,F,初中,11496,0.872
苏提春晓,M,大学及以上,47352,0.485
曲院风荷,M,高中,49309,0.525
平湖秋月,M,大学,22201,0.854
断桥残雪,M,高中,26199,0.385
花港观鱼,M,大学,17080,0.364
柳浪闻莺,M,高中,11900,0.361
三潭印月,M,大学及以上,35758,0.607
双峰插云,M,大学,35497,0.329
雷峰夕照,M,大学及以上,13726,0.65
南屏晚钟,M,高中,46918,0.753
苏提春晓,F,大学及以上,6620,0.115
曲院风荷,M,高中,27534,0.308
平湖秋月,F,大学及以上,19840,0.117
断桥残雪,F,高中,17019,0.81
花港观鱼,F,初中,23958,0.762
柳浪闻莺,M,高中,21268,0.506
三潭印月,M,初中,35998,0.108
双峰插云,F,大学,32677,0.167
雷峰夕照,M,初中,36243,0.355
南屏晚钟,M,大学,9271,0.831
苏提春晓,F,初中,24248,0.066
曲院风荷,M,初中,4603,0.361
平湖秋月,M,高中,31882,0.689
断桥残雪,F,初中,27892,0.453
花港观鱼,F,高中,7482,0.096
柳浪闻莺,F,大学,7760,0.182
三潭印月,M,大学及以上,26222,0.651
双峰插云,F,高中,18809,0.519
雷峰夕照,M,大学及以上,43676,0.883
南屏晚钟,F,初中,35509,0.336
苏提春晓,M,大学,9025,0.222
曲院风荷,F,大学及以上,23239,0.361
平湖秋月,F,初中,6525,0.986
断桥残雪,M,大学,45176,0.993
花港观鱼,M,初中,37970,0.877
柳浪闻莺,F,初中,27469,0.022
三潭印月,M,高中,21730,0.053
双峰插云,F,初中,12742,0.336
雷峰夕照,F,大学及以上,41758,0.21
南屏晚钟,F,大学,34590,0.602
苏提春晓,F,初中,14364,0.018
曲院风荷,F,初中,11881,0.764
平湖秋月,F,初中,24848,0.319
断桥残雪,F,初中,32899,0.072
花港观鱼,F,初中,16190,0.58
柳浪闻莺,M,初中,17207,0.663
三潭印月,M,初中,3602,0.598
双峰插云,F,高中,33416,0.193
雷峰夕照,M,高中,24526,0.826
南屏晚钟,F,高中,38066,0.74
苏提春晓,F,高中,36842,0.466
曲院风荷,M,初中,12853,0.784
平湖秋月,M,高中,21407,0.06
断桥残雪,M,高中,37910,0.519
花港观鱼,F,大学,35757,0.738
柳浪闻莺,M,大学,45788,0.082
三潭印月,M,大学及以上,35010,0.462
双峰插云,F,大学,5289,0.928
雷峰夕照,F,高中,23273,0.142
南屏晚钟,F,大学,39822,0.535
苏提春晓,M,高中,20343,0.686
曲院风荷,F,大学及以上,39903,0.748
平湖秋月,F,初中,31822,0.175
断桥残雪,M,初中,10751,0.573
花港观鱼,M,大学及以上,33775,0.385
柳浪闻莺,M,初中,47891,0.441
三潭印月,F,大学及以上,29703,0.734
双峰插云,F,初中,15551,0.004
雷峰夕照,M,初中,47137,0.914
南屏晚钟,M,高中,27926,0.218
苏提春晓,M,大学及以上,6203,0.008
曲院风荷,F,大学,45336,0.43
平湖秋月,M,高中,15164,0.136
断桥残雪,F,初中,31474,0.307
花港观鱼,F,高中,24933,0.893
柳浪闻莺,F,初中,35265,0.623
三潭印月,M,大学及以上,14860,0.686
双峰插云,F,大学及以上,4643,0.779
雷峰夕照,F,大学,29427,0.62
南屏晚钟,F,大学,26986,0.469
苏提春晓,M,初中,43056,0.212
曲院风荷,F,大学,14238,0.65
平湖秋月,F,大学及以上,20732,0.607
断桥残雪,F,初中,20817,0.542
花港观鱼,M,大学及以上,17317,0.224
柳浪闻莺,F,初中,8587,0.866
三潭印月,F,大学,29422,0.936
双峰插云,F,大学,33980,0.034
雷峰夕照,M,初中,31087,0.545
南屏晚钟,M,大学及以上,19906,0.212
苏提春晓,F,大学,5155,0.69
曲院风荷,F,大学,15932,0.966
平湖秋月,M,大学及以上,27276,0.246
断桥残雪,M,高中,15778,0.751
花港观鱼,M,大学,31016,0.134
柳浪闻莺,M,大学,25446,0.171
三潭印月,M,高中,15126,0.471
双峰插云,F,大学,41302,0.561
雷峰夕照,F,高中,35559,0.494
南屏晚钟,M,大学,32307,0.197
苏提春晓,F,大学,24650,0.524
曲院风荷,F,大学及以上,20225,0.471
平湖秋月,M,大学,45543,0.323
断桥残雪,M,初中,13756,0.273
花港观鱼,F,大学,34007,0.719
柳浪闻莺,F,大学,34681,0.785
三潭印月,F,高中,38557,0.765
双峰插云,M,初中,47995,0.546
雷峰夕照,M,大学及以上,19872,0.832
南屏晚钟,M,大学,28939,0.632
苏提春晓,F,高中,42436,0.31
曲院风荷,M,高中,46736,0.556
平湖秋月,M,初中,29155,0.567
断桥残雪,M,初中,9678,0.048
花港观鱼,M,高中,44724,0.478
柳浪闻莺,F,大学及以上,14700,0.791
三潭印月,M,大学,10220,0.721
双峰插云,M,大学及以上,38315,0.021
雷峰夕照,M,大学及以上,26479,0.915
南屏晚钟,M,大学,45468,0.612
苏提春晓,F,大学及以上,32324,0.647
曲院风荷,M,初中,49342,0.726
平湖秋月,M,初中,7592,0.573
断桥残雪,F,大学及以上,8500,0.888
花港观鱼,M,初中,26218,0.564
柳浪闻莺,M,大学及以上,4377,0.694
三潭印月,F,大学,4836,0.198
双峰插云,M,大学,11810,0.622
雷峰夕照,F,高中,29927,0.333
南屏晚钟,F,初中,27685,0.718
苏提春晓,F,大学及以上,32936,0.782
曲院风荷,M,高中,33431,0.812
平湖秋月,M,高中,35069,0.373
断桥残雪,F,大学及以上,41203,0.775
花港观鱼,M,高中,6785,0.488
柳浪闻莺,F,初中,42994,0.265
三潭印月,F,大学及以上,23949,0.038
双峰插云,F,初中,5329,0.297
雷峰夕照,F,初中,21761,0.775
南屏晚钟,F,大学,49224,0.616
苏提春晓,M,大学,24420,0.724
曲院风荷,F,初中,4480,0.272
平湖秋月,F,大学,4165,0.8
断桥残雪,M,大学及以上,33503,0.527
花港观鱼,F,高中,4836,0.247
柳浪闻莺,F,大学,30573,0.723
三潭印月,F,高中,11891,0.502
双峰插云,M,高中,39984,0.644
雷峰夕照,F,大学,49641,0.656
南屏晚钟,M,大学,26596,0.271
苏提春晓,F,大学及以上,24811,0.013
曲院风荷,M,大学及以上,48042,0.707
